"tile","band","increment","decrease","average_difference","avg_abs_diff","avg_differece_percent","avg_abs_diff_perc","correlation","std_dev","out_name","year"
"32UQU","B04",0.15,"False",0.990727195872475,1.40716318647367,18.4722002353305,26.8383281407474,0.978516721752279,1.92642705406282,"32UQU_B04_15_I","2020"
"33NTG","B04",0.15,"False",1.42296832576715,1.81845479556446,6.50646712155972,22.0008128022648,0.994242555185055,1.92042605323091,"33NTG_B04_15_I","2020"
"34UFD","B04",0.15,"False",-0.392460859023894,1.25526453526105,2.284942656703,35.9314837161736,0.893318700368234,1.91797782781712,"34UFD_B04_15_I","2020"
"35VML","B04",0.15,"False",1.46980281946804,1.81433379642782,49.3619551571931,60.1646337146544,0.580285289315852,1.75892488946678,"35VML_B04_15_I","2020"
"49NHC","B04",0.15,"False",1.79529506345331,2.98965263974793,4.28669956018047,8.02471910000313,0.868782124039748,3.5268560164697,"49NHC_B04_15_I","2020"
"32TMT","B08",0.15,"False",2.3077610548684,2.41191146962885,17.86101039284,19.2173582841259,0.983488151803537,1.97054540428501,"32TMT_B08_15_I","2020"
"32UQU","B08",0.15,"False",0.996433206156132,1.68254143778127,26.1512132757642,40.470331422054,0.961543925565558,2.09148885577254,"32UQU_B08_15_I","2020"
"33NTG","B08",0.15,"False",-6.42879083701947,8.10712281045802,-0.206360320235055,63.2315164023103,0.969635373688011,7.31337535758541,"33NTG_B08_15_I","2020"
"34UFD","B08",0.15,"False",0.109473557327583,1.14820733574705,11.9762034945184,43.4260535745497,0.928467741518181,1.57137140798115,"34UFD_B08_15_I","2020"
"35VML","B08",0.15,"False",2.57916582280427,2.70898384709839,67.379643769204,73.2442379965912,0.583799703344776,1.98314673272656,"35VML_B08_15_I","2020"
"49NHC","B08",0.15,"False",-3.69771331026703,3.89971383076816,-10.3098285267377,11.1391778944853,0.91515199013753,2.66817862009017,"49NHC_B08_15_I","2020"
"32TMT","B02",0.15,"True",-0.235154569568534,0.9791511039972,1.33008654423617,8.43484218382035,0.993031353701925,1.34432178499549,"32TMT_B02_15_D","2020"
"32UQU","B02",0.15,"True",3.63002241639173,3.6781006683291,44.9751028010554,47.8606957753936,0.972521309351748,2.96589300040522,"32UQU_B02_15_D","2020"
"33NTG","B02",0.15,"True",3.94768841993986,3.96914375963423,36.435432246758,37.7426494982049,0.990768102867557,2.45181784630263,"33NTG_B02_15_D","2020"
"34UFD","B02",0.15,"True",2.6941980450069,2.78717598294581,49.7661783919213,55.5254556292346,0.952485318776605,2.55073837893186,"34UFD_B02_15_D","2020"
"35VML","B02",0.15,"True",2.63197053105387,2.6520592133282,72.925036094505,73.5589791649863,0.555818283392541,1.67162156046699,"35VML_B02_15_D","2020"
"49NHC","B02",0.15,"True",2.35075353642216,2.82885602922005,6.38486517407561,7.79238524030041,0.884755781810421,3.00011462451713,"49NHC_B02_15_D","2020"
"32TMT","B03",0.15,"True",0.967966054333912,1.18364940100435,6.96861768446747,9.47809427657394,0.993168589116901,1.34244973029017,"32TMT_B03_15_D","2020"
"32UQU","B03",0.15,"True",1.65758337054808,1.77231510222515,29.6448828473131,33.0776569097413,0.971797125314512,1.83069226991988,"32UQU_B03_15_D","2020"
"33NTG","B03",0.15,"True",-4.01315454982134,4.54684507267824,-7.75216538076294,33.2427543882591,0.984531651219787,4.1841477195591,"33NTG_B03_15_D","2020"
"34UFD","B03",0.15,"True",1.4241431178864,1.52003017945471,35.3477808789368,40.6828525708129,0.958389423617214,1.33253564235145,"34UFD_B03_15_D","2020"
"35VML","B03",0.15,"True",3.12839046017045,3.18279982228519,76.5987774465887,78.5494945375251,0.467259549401645,2.11198510059922,"35VML_B03_15_D","2020"
"49NHC","B03",0.15,"True",0.652111019494678,2.62464843677447,0.920999026660779,7.36436524106446,0.894736983066214,3.49323732849914,"49NHC_B03_15_D","2020"
